folio;depto;area;nro;s12a_01a;s12a_01b;s12a_01c;s12a_01d;s12a_01e;s12a_01f;s12a_01g;s12a_01h;s12a_01i;s12a_01j;s12a_01k;s12a_01l;s12a_01le;s12a_02;s12a_03_1;s12a_03_2;s12a_03_3;s12a_03_4;s12a_03_5;s12a_03_6;s12a_03_6e;s12a_04;s12a_04e;s12a_05_1;s12a_05_2;s12a_05_3;s12a_05_4;s12a_05_5;s12a_05_6;s12a_05_7;s12a_05_7e;upm;estrato;Ponderador
541-03803087833-D-0101;Potosí;Rural;1;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;2. No;2. No;2. No; ;541-03803087833-D;21;,186978952905425
541-03803087833-D-0111;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-03803087833-D;21;,186978952905425
541-03803087833-D-0131;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-03803087833-D;21;,186978952905425
541-03803087833-D-0141;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-03803087833-D;21;,37395790581085
541-03803087833-D-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;541-03803087833-D;21;,37395790581085
541-04218770376-D-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,381261771158718
541-04218770376-D-0031;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;1,14378531347615
541-04218770376-D-0051;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;1,14378531347615
541-04218770376-D-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;541-04218770376-D;21;,762523542317436
541-04218770376-D-0091;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,381261771158718
541-04218770376-D-0111;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;1,14378531347615
541-04218770376-D-0131;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;541-04218770376-D;21;1,14378531347615
541-04218770376-D-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,762523542317436
541-04218770376-D-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,762523542317436
541-04218770376-D-0191;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,762523542317436
541-04218770376-D-0211;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;541-04218770376-D;21;1,14378531347615
541-04218770376-D-0231;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541-04218770376-D;21;,762523542317436
542-02745970853-D-0051;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;2,97026533618745
542-02745970853-D-0131;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;2,97026533618745
542-02745970853-D-0221;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;POR EL TAMAÑO;1. Si;2. No;2. No;2. No;2. No;2. No;1. Si;AUTORIDAD DE LA COMUNIDAD;2. No; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0311;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0401;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0481;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0571;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;1. Si;2. No;2. No;2. No;2. No;2. No;2. No; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0661;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;2,97026533618745
542-02745970853-D-0751;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;,990088445395816
542-02745970853-D-0831;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-0921;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-02745970853-D-1011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-02745970853-D;22;1,98017689079163
542-03617789308-D-0021;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0031;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0091;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0111;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0131;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;2,28191813129321
542-03617789308-D-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;2,28191813129321
542-03617789308-D-0171;Potosí;Rural;1;2. No;1. Si;2. No;1. Si;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;542-03617789308-D;22;2,28191813129321
542-03617789308-D-0191;Potosí;Rural;1;2. No;2. No;2. No;1. Si;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;542-03617789308-D;22;1,14095906564661
542-03617789308-D-0211;Potosí;Rural;1;2. No;1. Si;2. No;1. Si;2. No;2. No;1. Si;2. No;2. No;2. No;4. No sabe;4. No sabe; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;542-03617789308-D;22;2,28191813129321
542-03617789308-D-0231;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-03617789308-D;22;2,28191813129321
542-04111167204-D-0031;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0071;Potosí;Rural;1;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;1. Si;2. No;1. Si;2. No;2. No;2. No;2. No; ;1. Si; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0091;Potosí;Rural;9;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,989747623211514
542-04111167204-D-0111;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0131;Potosí;Rural;2;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;2. No;2. No;4. No sabe;2. No;2. No;2. No;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,989747623211514
542-04111167204-D-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,659831748807676
542-04111167204-D-0191;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,329915874403838
542-04111167204-D-0211;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,659831748807676
542-04111167204-D-0231;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04111167204-D;22;,659831748807676
542-04605496062-D-0041;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;,798671345952625
542-04605496062-D-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;2,39601403785787
542-04605496062-D-0131;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;2,39601403785787
542-04605496062-D-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;1,59734269190525
542-04605496062-D-0211;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;3,1946853838105
542-04605496062-D-0251;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;2,39601403785787
542-04605496062-D-0291;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;2,39601403785787
542-04605496062-D-0331;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;1,59734269190525
542-04605496062-D-0371;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;1,59734269190525
542-04605496062-D-0411;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;1,59734269190525
542-04605496062-D-0451;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;,798671345952625
542-04605496062-D-0491;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542-04605496062-D;22;1,59734269190525
543-02745867011-A-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0031;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0061;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;1,21120882897317
543-02745867011-A-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0091;Potosí;Rural;1;2. No;4. No sabe;2. No;2. No;2. No;2. No;4. No sabe;4. No sabe;2. No;2. No;4. No sabe;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;1,21120882897317
543-02745867011-A-0111;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;3,6336264869195
543-02745867011-A-0121;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0141;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;3,6336264869195
543-02745867011-A-0151;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;3,6336264869195
543-02745867011-A-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;2,42241765794633
543-02745867011-A-0181;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-02745867011-A;23;3,6336264869195
543-03630621695-D-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0051;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;3,42113370990666
543-03630621695-D-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0121;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0161;Potosí;Rural;1;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;1. Si;2. No;2. No; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0201;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0241;Potosí;Rural;1;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0281;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;1,14037790330222
543-03630621695-D-0311;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;3,42113370990666
543-03630621695-D-0351;Potosí;Rural;1;2. No;2. No;2. No;2. No;1. Si;1. Si;1. Si;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;543-03630621695-D;23;2,28075580660444
543-03630621695-D-0391;Potosí;Rural;3;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;543-03630621695-D;23;3,42113370990666
543-03630621695-D-0431;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03630621695-D;23;2,28075580660444
543-03801089842-D-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0051;Potosí;Rural;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;1,32995479259799
543-03801089842-D-0081;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;1. Si;2. No;2. No; ;543-03801089842-D;23;1,77327305679731
543-03801089842-D-0101;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;1. Si;2. No;2. No; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0131;Potosí;Rural;1;4. No sabe;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;543-03801089842-D;23;,443318264199328
543-03801089842-D-0161;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0181;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0211;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0241;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;,886636528398657
543-03801089842-D-0261;Potosí;Rural;1;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;543-03801089842-D;23;,443318264199328
543-03801089842-D-0291;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;1,32995479259799
543-03801089842-D-0321;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-03801089842-D;23;1,32995479259799
543-04224749127-A-0121;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;1,41307696713536
543-04224749127-A-0141;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;1,41307696713536
543-04224749127-A-0151;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;1,41307696713536
